"id"	"gene"	"description"
"R-HSA-6809371"	"TGM1"	"Formation of the cornified envelope"
"R-HSA-2022870"	"CSGALNACT1"	"Chondroitin sulfate biosynthesis"
"R-HSA-983168"	"CR559945.1"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-2393930"	"NUDT15"	"Phosphate bond hydrolysis by NUDT proteins"
"R-HSA-6798695"	"CD248A"	"Neutrophil degranulation"
"R-HSA-156581"	"N6AMT1"	"Methylation"
"R-HSA-72764"	"N6AMT1"	"Eukaryotic Translation Termination"
"R-HSA-6802952"	"AGGF1"	"Signaling by BRAF and RAF1 fusions"
"R-HSA-9603798"	"PXMP4"	"Class I peroxisomal membrane protein import"
"R-HSA-6803204"	"AIFM2"	"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release"
"R-HSA-5682910"	"LGI2A"	"LGI-ADAM interactions"
"R-HSA-6811434"	"KIF13BB"	"COPI-dependent Golgi-to-ER retrograde traffic"
"R-HSA-983189"	"KIF13BB"	"Kinesins"
"R-HSA-2559580"	"FOSAB"	"Oxidative Stress Induced Senescence"
"R-HSA-2559582"	"FOSAB"	"Senescence-Associated Secretory Phenotype (SASP)"
"R-HSA-2871796"	"FOSAB"	"FCERI mediated MAPK activation"
"R-HSA-450341"	"FOSAB"	"Activation of the AP-1 family of transcription factors"
"R-HSA-6785807"	"FOSAB"	"Interleukin-4 and Interleukin-13 signaling"
"R-HSA-6796648"	"FOSAB"	"TP53 Regulates Transcription of DNA Repair Genes"
"R-HSA-9018519"	"FOSAB"	"Estrogen-dependent gene expression"
"R-HSA-9031628"	"FOSAB"	"NGF-stimulated transcription"
"R-HSA-9031628"	"FOSAB"	"NGF-stimulated transcription"
"R-HSA-9634638"	"FOSAB"	"Estrogen-dependent nuclear events downstream of ESR-membrane signaling"
"R-HSA-428890"	"CAP2"	"Role of ABL in ROBO-SLIT signaling"
"R-HSA-189200"	"SLC2A11B"	"Cellular hexose transport"
"R-HSA-163560"	"PPP1CB"	"Triglyceride catabolism"
"R-HSA-2173788"	"PPP1CB"	"Downregulation of TGF-beta receptor signaling"
"R-HSA-2565942"	"PPP1CB"	"Regulation of PLK1 Activity at G2/M Transition"
"R-HSA-400253"	"PPP1CB"	"Circadian Clock"
"R-HSA-5625740"	"PPP1CB"	"RHO GTPases activate PKNs"
"R-HSA-5625740"	"PPP1CB"	"RHO GTPases activate PKNs"
"R-HSA-5625900"	"PPP1CB"	"RHO GTPases activate CIT"
"R-HSA-5627117"	"PPP1CB"	"RHO GTPases Activate ROCKs"
"R-HSA-5627123"	"PPP1CB"	"RHO GTPases activate PAKs"
"R-HSA-5627123"	"PPP1CB"	"RHO GTPases activate PAKs"
"R-HSA-5673000"	"PPP1CB"	"RAF activation"
"R-HSA-9726840"	"PPP1CB"	"SHOC2 M1731 mutant abolishes MRAS complex function"
"R-HSA-9726842"	"PPP1CB"	"Gain-of-function MRAS complexes activate RAF signaling"
"R-HSA-212300"	"SUZ12A"	"PRC2 methylates histones and DNA"
"R-HSA-2559580"	"SUZ12A"	"Oxidative Stress Induced Senescence"
"R-HSA-3214841"	"SUZ12A"	"PKMTs methylate histone lysines"
"R-HSA-4551638"	"SUZ12A"	"SUMOylation of chromatin organization proteins"
"R-HSA-5617472"	"SUZ12A"	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"R-HSA-8943724"	"SUZ12A"	"Regulation of PTEN gene transcription"
"R-HSA-8943724"	"SUZ12A"	"Regulation of PTEN gene transcription"
"R-HSA-8953750"	"SUZ12A"	"Transcriptional Regulation by E2F6"
"R-HSA-9609690"	"SUZ12A"	"HCMV Early Events"
"R-HSA-9710421"	"SUZ12A"	"Defective pyroptosis"
"R-HSA-110312"	"RFC1"	"Translesion synthesis by REV1"
"R-HSA-110314"	"RFC1"	"Recognition of DNA damage by PCNA-containing replication complex"
"R-HSA-110320"	"RFC1"	"Translesion Synthesis by POLH"
"R-HSA-174411"	"RFC1"	"Polymerase switching on the C-strand of the telomere"
"R-HSA-5651801"	"RFC1"	"PCNA-Dependent Long Patch Base Excision Repair"
"R-HSA-5655862"	"RFC1"	"Translesion synthesis by POLK"
"R-HSA-5656121"	"RFC1"	"Translesion synthesis by POLI"
"R-HSA-5656169"	"RFC1"	"Termination of translesion DNA synthesis"
"R-HSA-5685942"	"RFC1"	"HDR through Homologous Recombination (HRR)"
"R-HSA-5696397"	"RFC1"	"Gap-filling DNA repair synthesis and ligation in GG-NER"
"R-HSA-5696400"	"RFC1"	"Dual Incision in GG-NER"
"R-HSA-6782135"	"RFC1"	"Dual incision in TC-NER"
"R-HSA-6782210"	"RFC1"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-HSA-69091"	"RFC1"	"Polymerase switching"
"R-HSA-373080"	"ADGRE5"	"Class B/2 (Secretin family receptors)"
"R-HSA-6798695"	"ADGRE5"	"Neutrophil degranulation"
"R-HSA-373080"	"ADGRE5"	"Class B/2 (Secretin family receptors)"
"R-HSA-6798695"	"ADGRE5"	"Neutrophil degranulation"
"R-HSA-3214847"	"PHF20A"	"HATs acetylate histones"
"R-HSA-6804757"	"PHF20A"	"Regulation of TP53 Degradation"
"R-HSA-6804759"	"PHF20A"	"Regulation of TP53 Activity through Association with Co-factors"
"R-HSA-69541"	"PHF20A"	"Stabilization of p53"
"R-HSA-1268020"	"TOMM40L"	"Mitochondrial protein import"
"R-HSA-5205685"	"TOMM40L"	"PINK1-PRKN Mediated Mitophagy"
"R-HSA-163125"	"RECK"	"Post-translational modification: synthesis of GPI-anchored proteins"
"R-HSA-427413"	"CD3EAP"	"NoRC negatively regulates rRNA expression"
"R-HSA-5250924"	"CD3EAP"	"B-WICH complex positively regulates rRNA expression"
"R-HSA-73762"	"CD3EAP"	"RNA Polymerase I Transcription Initiation"
"R-HSA-73762"	"CD3EAP"	"RNA Polymerase I Transcription Initiation"
"R-HSA-73772"	"CD3EAP"	"RNA Polymerase I Promoter Escape"
"R-HSA-73863"	"CD3EAP"	"RNA Polymerase I Transcription Termination"
"R-HSA-8955332"	"TTLL4"	"Carboxyterminal post-translational modifications of tubulin"
"R-HSA-9031628"	"ID4"	"NGF-stimulated transcription"
"R-HSA-909733"	"ISG20"	"Interferon alpha/beta signaling"
"R-HSA-452723"	"LIN28A"	"Transcriptional regulation of pluripotent stem cells"
"R-HSA-8953750"	"UXT"	"Transcriptional Regulation by E2F6"
"R-HSA-3214847"	"CSRP2BP"	"HATs acetylate histones"
"R-HSA-9609690"	"CBX1A"	"HCMV Early Events"
"R-HSA-3214847"	"MRGBP"	"HATs acetylate histones"
"R-HSA-3769402"	"SOX9B"	"Deactivation of the beta-catenin transactivating complex"
"R-HSA-8878166"	"SOX9B"	"Transcriptional regulation by RUNX2"
"R-HSA-9690406"	"SOX9B"	"Transcriptional regulation of testis differentiation"
"R-HSA-1442490"	"COL16A1"	"Collagen degradation"
"R-HSA-1650814"	"COL16A1"	"Collagen biosynthesis and modifying enzymes"
"R-HSA-2022090"	"COL16A1"	"Assembly of collagen fibrils and other multimeric structures"
"R-HSA-8948216"	"COL16A1"	"Collagen chain trimerization"
"R-HSA-1268020"	"PAM16"	"Mitochondrial protein import"
"R-HSA-433137"	"SLC13A5A"	"Sodium-coupled sulphate, di- and tri-carboxylate transporters"
"R-HSA-171319"	"PIF1"	"Telomere Extension By Telomerase"
"R-HSA-1234158"	"EPAS1A"	"Regulation of gene expression by Hypoxia-inducible Factor"
"R-HSA-1234174"	"EPAS1A"	"Cellular response to hypoxia"
"R-HSA-1234176"	"EPAS1A"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"
"R-HSA-1234176"	"EPAS1A"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"
"R-HSA-452723"	"EPAS1A"	"Transcriptional regulation of pluripotent stem cells"
"R-HSA-8849473"	"EPAS1A"	"PTK6 Expression"
"R-HSA-8951664"	"EPAS1A"	"Neddylation"
"R-HSA-9664873"	"EPAS1A"	"Pexophagy"
"R-HSA-8980692"	"MCAMB"	"RHOA GTPase cycle"
"R-HSA-9013026"	"MCAMB"	"RHOB GTPase cycle"
"R-HSA-9013106"	"MCAMB"	"RHOC GTPase cycle"
"R-HSA-9013149"	"MCAMB"	"RAC1 GTPase cycle"
"R-HSA-9013404"	"MCAMB"	"RAC2 GTPase cycle"
"R-HSA-9013405"	"MCAMB"	"RHOD GTPase cycle"
"R-HSA-9013408"	"MCAMB"	"RHOG GTPase cycle"
"R-HSA-9013423"	"MCAMB"	"RAC3 GTPase cycle"
"R-HSA-9035034"	"MCAMB"	"RHOF GTPase cycle"
"R-HSA-8854214"	"RAB11BA"	"TBC/RABGAPs"
"R-HSA-8873719"	"RAB11BA"	"RAB geranylgeranylation"
"R-HSA-3299685"	"GPX1A"	"Detoxification of Reactive Oxygen Species"
"R-HSA-427413"	"SAP30BP"	"NoRC negatively regulates rRNA expression"
"R-HSA-201722"	"TCF7L1B"	"Formation of the beta-catenin:TCF transactivating complex"
"R-HSA-201722"	"TCF7L1B"	"Formation of the beta-catenin:TCF transactivating complex"
"R-HSA-3769402"	"TCF7L1B"	"Deactivation of the beta-catenin transactivating complex"
"R-HSA-4086398"	"TCF7L1B"	"Ca2+ pathway"
"R-HSA-4411364"	"TCF7L1B"	"Binding of TCF/LEF:CTNNB1 to target gene promoters"
"R-HSA-4641265"	"TCF7L1B"	"Repression of WNT target genes"
"R-HSA-4641265"	"TCF7L1B"	"Repression of WNT target genes"
"R-HSA-8951430"	"TCF7L1B"	"RUNX3 regulates WNT signaling"
"R-HSA-6811438"	"CYTH1B"	"Intra-Golgi traffic"
"R-HSA-1483166"	"GPD1A"	"Synthesis of PA"
"R-HSA-8980692"	"SI:DKEY-12H9.6"	"RHOA GTPase cycle"
"R-HSA-9013106"	"SI:DKEY-12H9.6"	"RHOC GTPase cycle"
"R-HSA-1169408"	"KPNA3"	"ISG15 antiviral mechanism"
"R-HSA-168276"	"KPNA3"	"NS1 Mediated Effects on Host Pathways"
"R-HSA-212436"	"ZNF740B"	"Generic Transcription Pathway"
"R-HSA-6790901"	"TSR3"	"rRNA modification in the nucleus and cytosol"
"R-HSA-5365859"	"RDH14A"	"RA biosynthesis pathway"
"R-HSA-2122948"	"NEURL1B"	"Activated NOTCH1 Transmits Signal to the Nucleus"
"R-HSA-2644606"	"NEURL1B"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"R-HSA-2691232"	"NEURL1B"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"
"R-HSA-2894862"	"NEURL1B"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"R-HSA-2979096"	"NEURL1B"	"NOTCH2 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9013507"	"NEURL1B"	"NOTCH3 Activation and Transmission of Signal to the Nucleus"
"R-HSA-373080"	"FZD9B"	"Class B/2 (Secretin family receptors)"
"R-HSA-159236"	"SRSF6A"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-HSA-72163"	"SRSF6A"	"mRNA Splicing - Major Pathway"
"R-HSA-72165"	"SRSF6A"	"mRNA Splicing - Minor Pathway"
"R-HSA-72187"	"SRSF6A"	"mRNA 3'-end processing"
"R-HSA-73856"	"SRSF6A"	"RNA Polymerase II Transcription Termination"
"R-HSA-212676"	"CASKB"	"Dopamine Neurotransmitter Release Cycle"
"R-HSA-3000170"	"CASKB"	"Syndecan interactions"
"R-HSA-373753"	"CASKB"	"Nephrin family interactions"
"R-HSA-6794361"	"CASKB"	"Neurexins and neuroligins"
"R-HSA-6794361"	"CASKB"	"Neurexins and neuroligins"
"R-HSA-9609736"	"CASKB"	"Assembly and cell surface presentation of NMDA receptors"
"R-HSA-9662360"	"CASKB"	"Sensory processing of sound by inner hair cells of the cochlea"
"R-HSA-9662361"	"CASKB"	"Sensory processing of sound by outer hair cells of the cochlea"
"R-HSA-6807505"	"RPRD2A"	"RNA polymerase II transcribes snRNA genes"
"R-HSA-6807505"	"RPRD2A"	"RNA polymerase II transcribes snRNA genes"
"R-HSA-114608"	"FAM49BA"	"Platelet degranulation "
"R-HSA-6790901"	"DIMT1L"	"rRNA modification in the nucleus and cytosol"
"R-HSA-5689896"	"OTUD5A"	"Ovarian tumor domain proteases"
"R-HSA-936440"	"OTUD5A"	"Negative regulators of DDX58/IFIH1 signaling"
"R-HSA-3371453"	"DNAJB1A"	"Regulation of HSF1-mediated heat shock response"
"R-HSA-3371497"	"DNAJB1A"	"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand"
"R-HSA-3371511"	"DNAJB1A"	"HSF1 activation"
"R-HSA-3371568"	"DNAJB1A"	"Attenuation phase"
"R-HSA-3371571"	"DNAJB1A"	"HSF1-dependent transactivation"
"R-HSA-5687128"	"DNAJB1A"	"MAPK6/MAPK4 signaling"
"R-HSA-373760"	"ALCAMA"	"L1CAM interactions"
"R-HSA-1221632"	"RAD21A"	"Meiotic synapsis"
"R-HSA-2467813"	"RAD21A"	"Separation of Sister Chromatids"
"R-HSA-2468052"	"RAD21A"	"Establishment of Sister Chromatid Cohesion"
"R-HSA-2470946"	"RAD21A"	"Cohesin Loading onto Chromatin"
"R-HSA-2500257"	"RAD21A"	"Resolution of Sister Chromatid Cohesion"
"R-HSA-3108214"	"RAD21A"	"SUMOylation of DNA damage response and repair proteins"
"R-HSA-9018519"	"RAD21A"	"Estrogen-dependent gene expression"
"R-HSA-5576892"	"CACNG6A"	"Phase 0 - rapid depolarisation"
"R-HSA-5576893"	"CACNG6A"	"Phase 2 - plateau phase"
"R-HSA-8980692"	"ARHGAP4A"	"RHOA GTPase cycle"
"R-HSA-9013148"	"ARHGAP4A"	"CDC42 GTPase cycle"
"R-HSA-9013149"	"ARHGAP4A"	"RAC1 GTPase cycle"
"R-HSA-6794361"	"DLGAP4A"	"Neurexins and neuroligins"
"R-HSA-6794361"	"DLGAP4A"	"Neurexins and neuroligins"
"R-HSA-8866907"	"CITED4A"	"Activation of the TFAP2 (AP-2) family of transcription factors"
"R-HSA-381340"	"ZNF638"	"Transcriptional regulation of white adipocyte differentiation"
"R-HSA-196807"	"NADKA"	"Nicotinate metabolism"
"R-HSA-196807"	"NADKA"	"Nicotinate metabolism"
"R-HSA-159236"	"SRSF11"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-HSA-72163"	"SRSF11"	"mRNA Splicing - Major Pathway"
"R-HSA-72187"	"SRSF11"	"mRNA 3'-end processing"
"R-HSA-73856"	"SRSF11"	"RNA Polymerase II Transcription Termination"
"R-HSA-9662360"	"CIB2"	"Sensory processing of sound by inner hair cells of the cochlea"
"R-HSA-9662361"	"CIB2"	"Sensory processing of sound by outer hair cells of the cochlea"
"R-HSA-9679191"	"SIGMAR1"	"Potential therapeutics for SARS"
"R-HSA-5657655"	"MGMT"	"MGMT-mediated DNA damage reversal"
"R-HSA-156827"	"RPL9"	"L13a-mediated translational silencing of Ceruloplasmin expression"
"R-HSA-156902"	"RPL9"	"Peptide chain elongation"
"R-HSA-1799339"	"RPL9"	"SRP-dependent cotranslational protein targeting to membrane"
"R-HSA-1799339"	"RPL9"	"SRP-dependent cotranslational protein targeting to membrane"
"R-HSA-192823"	"RPL9"	"Viral mRNA Translation"
"R-HSA-2408557"	"RPL9"	"Selenocysteine synthesis"
"R-HSA-6791226"	"RPL9"	"Major pathway of rRNA processing in the nucleolus and cytosol"
"R-HSA-72689"	"RPL9"	"Formation of a pool of free 40S subunits"
"R-HSA-72706"	"RPL9"	"GTP hydrolysis and joining of the 60S ribosomal subunit"
"R-HSA-72764"	"RPL9"	"Eukaryotic Translation Termination"
"R-HSA-9010553"	"RPL9"	"Regulation of expression of SLITs and ROBOs"
"R-HSA-9633012"	"RPL9"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-975956"	"RPL9"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"R-HSA-975957"	"RPL9"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"R-HSA-400253"	"SIK1"	"Circadian Clock"
"R-HSA-5673000"	"KSR1B"	"RAF activation"
"R-HSA-5674135"	"KSR1B"	"MAP2K and MAPK activation"
"R-HSA-5675221"	"KSR1B"	"Negative regulation of MAPK pathway"
"R-HSA-6802946"	"KSR1B"	"Signaling by moderate kinase activity BRAF mutants"
"R-HSA-6802948"	"KSR1B"	"Signaling by high-kinase activity BRAF mutants"
"R-HSA-6802952"	"KSR1B"	"Signaling by BRAF and RAF1 fusions"
"R-HSA-6802955"	"KSR1B"	"Paradoxical activation of RAF signaling by kinase inactive BRAF"
"R-HSA-9649948"	"KSR1B"	"Signaling downstream of RAS mutants"
"R-HSA-9656223"	"KSR1B"	"Signaling by RAF1 mutants"
"R-HSA-1660499"	"PIP5K1BA"	"Synthesis of PIPs at the plasma membrane"
"R-HSA-201688"	"PIP5K1BA"	"WNT mediated activation of DVL"
"R-HSA-6811558"	"PIP5K1BA"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-HSA-163125"	"CNTN5"	"Post-translational modification: synthesis of GPI-anchored proteins"
"R-HSA-418594"	"GPSM1A"	"G alpha (i) signalling events"
"R-HSA-380994"	"ATF4B"	"ATF4 activates genes in response to endoplasmic reticulum  stress"
"R-HSA-380994"	"ATF4B"	"ATF4 activates genes in response to endoplasmic reticulum  stress"
"R-HSA-381042"	"ATF4B"	"PERK regulates gene expression"
"R-HSA-381183"	"ATF4B"	"ATF6 (ATF6-alpha) activates chaperone genes"
"R-HSA-381183"	"ATF4B"	"ATF6 (ATF6-alpha) activates chaperone genes"
"R-HSA-9633012"	"ATF4B"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-9633012"	"ATF4B"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-9648895"	"ATF4B"	"Response of EIF2AK1 (HRI) to heme deficiency"
"R-HSA-9648895"	"ATF4B"	"Response of EIF2AK1 (HRI) to heme deficiency"
"R-HSA-3322077"	"PPP1R3CA"	"Glycogen synthesis"
"R-HSA-3785653"	"PPP1R3CA"	"Myoclonic epilepsy of Lafora"
"R-HSA-9022692"	"HTT"	"Regulation of MECP2 expression and activity"
"R-HSA-1971475"	"VCANB"	"A tetrasaccharide linker sequence is required for GAG synthesis"
"R-HSA-2022870"	"VCANB"	"Chondroitin sulfate biosynthesis"
"R-HSA-2022923"	"VCANB"	"Dermatan sulfate biosynthesis"
"R-HSA-2024101"	"VCANB"	"CS/DS degradation"
"R-HSA-3000178"	"VCANB"	"ECM proteoglycans"
"R-HSA-3560783"	"VCANB"	"Defective B4GALT7 causes EDS, progeroid type"
"R-HSA-3560801"	"VCANB"	"Defective B3GAT3 causes JDSSDHD"
"R-HSA-3595172"	"VCANB"	"Defective CHST3 causes SEDCJD"
"R-HSA-3595174"	"VCANB"	"Defective CHST14 causes EDS, musculocontractural type"
"R-HSA-3595177"	"VCANB"	"Defective CHSY1 causes TPBS"
"R-HSA-381426"	"VCANB"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-HSA-4420332"	"VCANB"	"Defective B3GALT6 causes EDSP2 and SEMDJL1"
"R-HSA-8957275"	"VCANB"	"Post-translational protein phosphorylation"
"R-HSA-210745"	"NKX6.1"	"Regulation of gene expression in beta cells"
"R-HSA-210747"	"NKX6.1"	"Regulation of gene expression in early pancreatic precursor cells"
"R-HSA-1989781"	"NFYBA"	"PPARA activates gene expression"
"R-HSA-2426168"	"NFYBA"	"Activation of gene expression by SREBF (SREBP)"
"R-HSA-2426168"	"NFYBA"	"Activation of gene expression by SREBF (SREBP)"
"R-HSA-380994"	"NFYBA"	"ATF4 activates genes in response to endoplasmic reticulum  stress"
"R-HSA-381183"	"NFYBA"	"ATF6 (ATF6-alpha) activates chaperone genes"
"R-HSA-381183"	"NFYBA"	"ATF6 (ATF6-alpha) activates chaperone genes"
"R-HSA-9614657"	"NFYBA"	"FOXO-mediated transcription of cell death genes"
"R-HSA-1169091"	"CUL1B"	"Activation of NF-kappaB in B cells"
"R-HSA-1170546"	"CUL1B"	"Prolactin receptor signaling"
"R-HSA-174113"	"CUL1B"	"SCF-beta-TrCP mediated degradation of Emi1"
"R-HSA-187577"	"CUL1B"	"SCF(Skp2)-mediated degradation of p27/p21"
"R-HSA-195253"	"CUL1B"	"Degradation of beta-catenin by the destruction complex"
"R-HSA-202424"	"CUL1B"	"Downstream TCR signaling"
"R-HSA-2122947"	"CUL1B"	"NOTCH1 Intracellular Domain Regulates Transcription"
"R-HSA-2565942"	"CUL1B"	"Regulation of PLK1 Activity at G2/M Transition"
"R-HSA-2644606"	"CUL1B"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"R-HSA-2644607"	"CUL1B"	"Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"
"R-HSA-2871837"	"CUL1B"	"FCERI mediated NF-kB activation"
"R-HSA-2894862"	"CUL1B"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"R-HSA-400253"	"CUL1B"	"Circadian Clock"
"R-HSA-5607761"	"CUL1B"	"Dectin-1 mediated noncanonical NF-kB signaling"
"R-HSA-5607764"	"CUL1B"	"CLEC7A (Dectin-1) signaling"
"R-HSA-5610780"	"CUL1B"	"Degradation of GLI1 by the proteasome"
"R-HSA-5610783"	"CUL1B"	"Degradation of GLI2 by the proteasome"
"R-HSA-5610785"	"CUL1B"	"GLI3 is processed to GLI3R by the proteasome"
"R-HSA-5676590"	"CUL1B"	"NIK-->noncanonical NF-kB signaling"
"R-HSA-5684264"	"CUL1B"	"MAP3K8 (TPL2)-dependent MAPK1/3 activation"
"R-HSA-68949"	"CUL1B"	"Orc1 removal from chromatin"
"R-HSA-69231"	"CUL1B"	"Cyclin D associated events in G1"
"R-HSA-8854050"	"CUL1B"	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"
"R-HSA-8939902"	"CUL1B"	"Regulation of RUNX2 expression and activity"
"R-HSA-8939902"	"CUL1B"	"Regulation of RUNX2 expression and activity"
"R-HSA-8951664"	"CUL1B"	"Neddylation"
"R-HSA-9020702"	"CUL1B"	"Interleukin-1 signaling"
"R-HSA-917937"	"CUL1B"	"Iron uptake and transport"
"R-HSA-9604323"	"CUL1B"	"Negative regulation of NOTCH4 signaling"
"R-HSA-9708530"	"CUL1B"	"Regulation of BACH1 activity"
"R-HSA-9725371"	"CUL1B"	"Nuclear events stimulated by ALK signaling in cancer"
"R-HSA-983168"	"CUL1B"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-5632681"	"GAS1B"	"Ligand-receptor interactions"
"R-HSA-5635838"	"GAS1B"	"Activation of SMO"
"R-HSA-74217"	"ADKB"	"Purine salvage"
"R-HSA-2142789"	"COQ5"	"Ubiquinol biosynthesis"
"R-HSA-4641263"	"ZNRF3"	"Regulation of FZD by ubiquitination"
"R-HSA-5620916"	"ASAP1A"	"VxPx cargo-targeting to cilium"
"R-HSA-5620916"	"ASAP1A"	"VxPx cargo-targeting to cilium"
"R-HSA-9648895"	"EIF2AK1"	"Response of EIF2AK1 (HRI) to heme deficiency"
"R-HSA-112314"	"NBEAA"	"Neurotransmitter receptors and postsynaptic signal transmission"
"R-HSA-163615"	"NBEAA"	"PKA activation"
"R-HSA-2122947"	"NBEAA"	"NOTCH1 Intracellular Domain Regulates Transcription"
"R-HSA-9609736"	"NBEAA"	"Assembly and cell surface presentation of NMDA receptors"
"R-HSA-3000178"	"HAPLN1B"	"ECM proteoglycans"
"R-HSA-420029"	"CLDN12"	"Tight junction interactions"
"R-HSA-8951664"	"ASB12A"	"Neddylation"
"R-HSA-983168"	"ASB12A"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-201451"	"BMPR1AB"	"Signaling by BMP"
"R-HSA-114604"	"COL1A1B"	"GPVI-mediated activation cascade"
"R-HSA-1442490"	"COL1A1B"	"Collagen degradation"
"R-HSA-1442490"	"COL1A1B"	"Collagen degradation"
"R-HSA-1474244"	"COL1A1B"	"Extracellular matrix organization"
"R-HSA-1650814"	"COL1A1B"	"Collagen biosynthesis and modifying enzymes"
"R-HSA-198933"	"COL1A1B"	"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"
"R-HSA-2022090"	"COL1A1B"	"Assembly of collagen fibrils and other multimeric structures"
"R-HSA-202733"	"COL1A1B"	"Cell surface interactions at the vascular wall"
"R-HSA-216083"	"COL1A1B"	"Integrin cell surface interactions"
"R-HSA-216083"	"COL1A1B"	"Integrin cell surface interactions"
"R-HSA-2214320"	"COL1A1B"	"Anchoring fibril formation"
"R-HSA-2243919"	"COL1A1B"	"Crosslinking of collagen fibrils"
"R-HSA-3000170"	"COL1A1B"	"Syndecan interactions"
"R-HSA-3000171"	"COL1A1B"	"Non-integrin membrane-ECM interactions"
"R-HSA-3000178"	"COL1A1B"	"ECM proteoglycans"
"R-HSA-3000178"	"COL1A1B"	"ECM proteoglycans"
"R-HSA-3000480"	"COL1A1B"	"Scavenging by Class A Receptors"
"R-HSA-430116"	"COL1A1B"	"GP1b-IX-V activation signalling"
"R-HSA-75892"	"COL1A1B"	"Platelet Adhesion to exposed collagen"
"R-HSA-75892"	"COL1A1B"	"Platelet Adhesion to exposed collagen"
"R-HSA-76009"	"COL1A1B"	"Platelet Aggregation (Plug Formation)"
"R-HSA-8874081"	"COL1A1B"	"MET activates PTK2 signaling"
"R-HSA-8940973"	"COL1A1B"	"RUNX2 regulates osteoblast differentiation"
"R-HSA-8948216"	"COL1A1B"	"Collagen chain trimerization"
"R-HSA-2122948"	"DLL4"	"Activated NOTCH1 Transmits Signal to the Nucleus"
"R-HSA-2122948"	"DLL4"	"Activated NOTCH1 Transmits Signal to the Nucleus"
"R-HSA-2644606"	"DLL4"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"R-HSA-2660826"	"DLL4"	"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"R-HSA-2691232"	"DLL4"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"
"R-HSA-2894862"	"DLL4"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"R-HSA-2979096"	"DLL4"	"NOTCH2 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9013507"	"DLL4"	"NOTCH3 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9013507"	"DLL4"	"NOTCH3 Activation and Transmission of Signal to the Nucleus"
"R-HSA-5368286"	"MRPL54"	"Mitochondrial translation initiation"
"R-HSA-5389840"	"MRPL54"	"Mitochondrial translation elongation"
"R-HSA-5389840"	"MRPL54"	"Mitochondrial translation elongation"
"R-HSA-5419276"	"MRPL54"	"Mitochondrial translation termination"
"R-HSA-8951664"	"FBXL22"	"Neddylation"
"R-HSA-983168"	"FBXL22"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-201681"	"KREMEN1"	"TCF dependent signaling in response to WNT"
"R-HSA-3772470"	"KREMEN1"	"Negative regulation of TCF-dependent signaling by WNT ligand antagonists"
"R-HSA-5339717"	"KREMEN1"	"Signaling by LRP5 mutants "
"R-HSA-8980692"	"ARHGAP21B"	"RHOA GTPase cycle"
"R-HSA-9013026"	"ARHGAP21B"	"RHOB GTPase cycle"
"R-HSA-9013106"	"ARHGAP21B"	"RHOC GTPase cycle"
"R-HSA-9013148"	"ARHGAP21B"	"CDC42 GTPase cycle"
"R-HSA-9013149"	"ARHGAP21B"	"RAC1 GTPase cycle"
"R-HSA-9013404"	"ARHGAP21B"	"RAC2 GTPase cycle"
"R-HSA-9013405"	"ARHGAP21B"	"RHOD GTPase cycle"
